tconst,directors,writers
tt20561114,nm0411213,nm0411213
tt20561198,nm1064048,"nm1064048,nm0421314,nm1266097"
tt20567314,nm5519375,nm6946032
tt2056771,nm0345174,"nm1738734,nm0220227,nm0656098,nm0140643"
tt2057392,nm0004303,nm0382505
tt2057441,nm2168111,"nm4202937,nm2101751,nm4670769,nm2730141"
tt2057920,nm0662180,"nm3068246,nm0662180"
tt2057931,nm0408153,"nm4671860,nm4671393"
tt2058107,nm0855300,"nm0101639,nm0665466,nm4671561"
tt2058673,nm0179697,"nm0934483,nm0004488,nm0407717"
tt2058710,nm0151895,"nm3850078,nm1837630,nm1146036,nm2299609,nm0924684,nm1594757"
tt2059171,nm0821844,"nm0083547,nm0821844,nm1840848,nm2636866"
tt2059255,nm1883257,"nm1425747,nm0805073"
tt2060525,nm2725627,"nm2860882,nm2725627"
tt2061702,nm0648464,"nm3267629,nm0648464"
tt2061712,nm4678690,nm4678690
tt2061756,nm0001241,"nm0082935,nm0806256,nm6722310"
tt2061822,nm3419080,"nm2326370,nm3419080"
tt2061869,nm1175724,"nm1175724,nm2243597,nm2202938,nm2716655"
tt2062575,nm0001502,"nm1671956,nm4680006"
tt2062622,nm1918538,"nm0239635,nm0298279,nm1326421,nm0939762,nm1789524"
tt2062661,"nm1354965,nm1577095","nm3651113,nm0216560,nm1354965,nm1577095,nm3157423,nm3276030"
tt2062700,nm0000517,nm0000517
tt2062969,nm0576732,"nm0413051,nm0576732,nm0851522"
tt2062996,"nm0001384,nm2088768",\N
tt2063008,nm0487990,"nm1414840,nm0487990"
tt2063011,nm0482592,"nm0482592,nm1010203,nm1210422"
tt2063013,nm4679912,nm0910841
tt2063666,nm0521974,nm0467165
tt2063745,"nm0704694,nm2264108","nm2748159,nm2286188,nm0347899,nm4683095,nm3750355"
tt2063781,nm1242054,"nm2226741,nm1242054"
tt2063782,nm1637163,"nm3761254,nm1637163"
tt2063834,"nm0301076,nm4683309","nm4682948,nm4683309,nm2755766,nm4683122"
tt2064713,"nm3105764,nm4558047",\N
tt2064816,nm1121180,nm0080157
tt2064849,nm7278299,"nm3128158,nm7278299"
tt2064968,nm2871592,"nm2871592,nm2900644"
tt2065877,nm0754817,"nm2295482,nm0754817"
tt2065924,nm4690425,nm4690425
tt2066051,nm0002077,nm0355822
tt2066176,nm0003910,"nm0003910,nm0089166"
tt20672356,nm0005759,nm1213474
tt20672490,nm3611504,"nm3611504,nm3090264"
tt20672534,nm4866109,"nm10907962,nm13988150,nm14897432"
tt20674128,"nm13631522,nm13820102,nm16014671",nm13631522
tt20674378,"nm4988279,nm10165329","nm4988279,nm0413852,nm11925249"
tt2069100,nm0593986,"nm0593986,nm2894392"
tt2069715,nm0889943,nm2887012
tt2069797,nm1531934,nm2085654
tt2069935,"nm1729579,nm9669593",nm1729386
tt2069955,nm0846590,"nm4841007,nm4841857"
tt2070597,nm1342578,nm1342578
tt2070604,nm3468433,nm2239228
tt2070649,nm1375363,"nm2403193,nm1375363"
tt2070776,nm1672051,"nm1672051,nm5272702,nm4694441"
tt2070862,nm1347153,nm1347153
tt2071441,nm0403297,"nm0480166,nm0945802"
tt2071491,nm1448482,"nm1448482,nm2317419,nm2784796"
tt2071550,nm1018426,"nm2282967,nm2482939"
tt2071590,nm0091579,nm0091579
tt2071613,nm0700872,nm0700872
tt2071620,nm0325606,nm0325606
tt2071628,nm1782679,"nm1782679,nm2775898,nm5943679"
tt2071648,nm1010592,"nm3895675,nm0921043"
tt2072029,nm1851437,nm1851437
tt2072045,nm4698308,nm4698308
tt2072145,nm1730629,"nm1730629,nm1730936"
tt2072167,nm1421754,nm1421754
tt2072220,nm0950553,"nm3238201,nm2774833,nm0950553"
tt2072227,nm1962313,"nm0890825,nm1257497,nm1962313,nm6757816"
tt2072230,nm0383688,"nm4697729,nm3403795,nm2448218"
tt2072233,nm2171633,"nm0075696,nm0418621,nm0754256,nm0235502"
tt2072241,nm0435030,nm0647284
tt20724796,nm13709055,"nm12655342,nm13709055"
tt2072933,nm0920017,nm1667807
tt2072962,nm3649679,"nm4362569,nm3649679"
tt2073016,nm0506518,"nm4699321,nm0506518,nm0766635"
tt2073029,"nm1128830,nm0243391",\N
tt2073070,nm0223606,"nm1538581,nm0223606"
tt2073086,nm1313340,"nm1313340,nm0683111"
tt2073121,nm4699374,nm4699374
tt2073564,nm0548648,"nm0548648,nm0822278"
tt2073600,nm1016827,nm1016827
tt2075108,nm3797575,"nm5016559,nm0315872,nm3797575"
tt2075277,nm1680229,"nm1680229,nm12290644"
tt2075318,nm0009803,"nm0009803,nm2104232,nm1377981"
tt2075373,nm0827294,\N
tt20754156,nm7467783,"nm15257382,nm6328030,nm4318159"
tt2076176,nm0802807,"nm1272853,nm0802807"
tt2076220,nm0136021,nm0136021
tt2076251,nm3500190,"nm0209948,nm3500190"
tt2076298,nm0948159,"nm2774833,nm0297946,nm5335213,nm4183613"
tt2076346,nm0835191,nm0835191
tt2076372,nm1557549,nm1557549
tt2076822,nm0510731,"nm4710432,nm1755986"
tt2076850,nm1012385,"nm1856961,nm2276540,nm1012385"
tt2076862,nm2208558,nm2208558
tt2076871,nm1509903,"nm1509903,nm4715426"
tt20768712,nm2250139,"nm2250139,nm0799958"
tt2076897,nm2260751,nm2260751
tt20771990,nm13718042,nm13718042
tt2077721,nm0125524,"nm0048802,nm0118111,nm0125524,nm1765469,nm0578361"
tt2077747,nm0305017,"nm0305017,nm0000054,nm0000697,nm0001415,nm0001986,nm0007186,nm0529321,nm0537551,nm0744577,nm0825887,nm5932224"
tt2077833,nm0222150,"nm2353436,nm1209132"
tt2077851,"nm1898126,nm0057592","nm1898126,nm1101712,nm2928745,nm0057592"
tt2077886,"nm0606835,nm4711112","nm0830206,nm0515908,nm0503693"
tt2077908,"nm1462495,nm1358030","nm0008499,nm1462495"
tt20782072,nm3764732,"nm1168219,nm13717622,nm4958019"
tt20784402,nm13721366,nm13721366
tt20784426,nm13721342,nm13721342
tt2078552,nm1960322,nm0302339
tt2078586,nm0321363,nm2071662
tt2078599,nm1932020,nm1932020
tt2078644,nm1066396,nm1066396
tt2078718,nm1618225,"nm1618225,nm4711195"
tt2078733,nm0429734,"nm1311535,nm1470110"
tt2078763,nm4260569,nm4260569
tt2078768,"nm0159039,nm0538320","nm0159039,nm9822591,nm3448973,nm0538320"
tt20788760,nm2347863,"nm2347863,nm14060633"
tt2079571,nm0100522,\N
tt2080374,nm0000965,"nm0815070,nm0410596"
tt2081167,nm0235948,"nm1107383,nm0160126,nm4716444"
tt2081194,nm0431172,nm1196692
tt2081259,nm2262928,nm2262928
tt2081437,nm2244239,nm1332311
tt2081438,"nm2650383,nm2652613","nm2650383,nm2652613,nm7936137"
tt2082152,nm3366745,nm3588335
tt2082180,nm0814271,"nm0814271,nm4723225,nm11332597,nm5587369"
tt2082197,nm1397301,"nm1397301,nm6215655,nm1821635"
tt2082221,nm2151556,nm2151556
tt2082262,nm0511404,nm1480464
tt2082415,nm0514662,"nm4718922,nm0394014"
tt2082496,nm0083015,"nm0083015,nm3537556"
tt2082513,"nm5326250,nm11807076",nm5326250
tt2083231,nm3440937,"nm3440937,nm3455834"
tt2083271,nm0705044,\N
tt2083294,nm2169801,nm2169801
tt2083320,nm0592350,nm4719828
tt20833316,nm1369715,"nm3226031,nm1369715"
tt2083355,nm0002700,nm0002700
tt2083379,nm0006860,nm0006860
tt2083383,nm0520749,nm4720384
tt20838498,nm4726499,nm4726499
tt20840000,nm7207156,"nm7207156,nm5141620"
tt2084093,nm1324090,nm3894671
tt2084098,nm2007568,"nm1445779,nm2007568"
tt2084934,"nm2088171,nm1460692",nm1375739
tt2084953,nm1730895,\N
tt2084970,nm0878763,"nm2441699,nm0388132"
tt2084977,nm0836430,"nm0238898,nm0836430"
tt2084989,nm1503403,nm1503403
tt2085002,nm3307527,nm3307527
tt20850406,nm2380725,"nm2380725,nm13046762,nm13929618,nm12962022,nm4157919,nm5716822,nm8048359"
tt20851874,nm0127373,"nm0127373,nm4422036"
tt20853816,nm0483747,"nm0462164,nm4432375,nm0483747,nm0317450"
tt20854842,nm1299011,"nm11901915,nm8526249,nm4891543,nm5609024,nm10480024"
tt20854856,nm4147929,"nm12348236,nm10675889,nm10300416,nm15503107,nm4147929,nm9889593"
tt20855732,nm0890060,"nm13727783,nm0890060"
tt2085752,nm0089889,"nm4958495,nm0089889,nm4725257"
tt20857676,nm10398220,"nm0117486,nm6363394,nm1503349"
tt2085783,nm2975950,nm2971390
tt2085795,nm4047350,"nm2539064,nm0812228,nm0722676,nm1775664"
tt2085910,nm0038896,nm0038896
tt2085930,"nm0032925,nm1016096","nm0374423,nm0226863,nm0032925,nm2624051,nm2674901"
tt20859464,nm6135474,nm6135474
tt20864606,nm3483178,nm3483178
tt20864704,nm2114842,"nm1731937,nm1726854,nm2114842"
tt20865078,nm3934959,"nm3934959,nm8051969"
tt2086830,nm3613566,nm3613566
tt20871388,nm0893111,"nm3291357,nm1614496,nm0893111,nm0017623,nm0320495,nm0316034"
tt2087850,"nm0073384,nm0146991,nm2035216,nm0241121,nm0371890,nm0468007,nm0489309,nm0500976","nm1267707,nm2147288,nm0241121,nm0427261,nm0483451,nm0500976"
tt2087878,nm2005621,\N
tt20879602,nm0414551,nm0414551
tt2088003,nm1118351,"nm1118351,nm0427058"
tt2088012,nm1215478,"nm3160046,nm4975173"
tt2088745,nm0064251,\N
tt2088847,nm4730668,"nm2058013,nm7788088,nm5725247,nm4730668"
tt2088869,nm2157767,"nm5576384,nm2963788"
tt2088893,nm2989742,nm2989742
tt2088923,nm2691863,nm2691863
tt2088950,nm0002064,"nm3300218,nm0945035"
tt2089750,nm0411213,nm0411213
tt2090463,nm0314995,\N
tt2090465,nm0329023,"nm0822525,nm0296827,nm2321684"
tt2090629,nm0104312,nm0104312
tt2091235,nm1133652,nm1133652
tt2091256,nm1659741,"nm0831557,nm2438127,nm1659741"
tt2091318,nm2308774,nm2308774
tt2091325,nm1428204,nm4307852
tt2091327,nm0455394,nm0455394
tt2091384,nm3315387,"nm3315387,nm4738590,nm2493024,nm5897072"
tt2091473,nm0001814,"nm1024677,nm0000354,nm1101630"
tt2091478,nm1703669,"nm1703669,nm1579326"
tt20916568,"nm2460402,nm5547881","nm2460402,nm5547881,nm10686634,nm1864206,nm1460195"
tt20917338,nm8302351,"nm0108634,nm8302351,nm0002042"
tt2091935,nm2161247,nm0484840
tt2092011,nm1049433,"nm0132696,nm5544086"
tt2093100,nm0688239,nm0688239
tt2093270,nm1298542,nm1523747
tt2093944,nm2913384,"nm2913384,nm2739661"
tt2093977,nm1471703,nm1867458
tt2093990,nm0600409,"nm0346277,nm0600409"
tt2093991,nm1637785,"nm0755966,nm0821179,nm0000144"
tt2093995,nm0616673,nm0616673
tt2094018,nm2104063,nm2104063
tt2094019,nm2985661,"nm4384142,nm4590046,nm0541751,nm0885385"
tt2094064,nm0923736,"nm0000636,nm0923736"
tt2094748,"nm15572529,nm15572530,nm15572531,nm3656010",nm1665987
tt2094766,nm0997291,"nm2078681,nm0177836,nm0171651,nm1172727,nm1817726,nm2493380"
tt2094767,nm0265747,"nm0503629,nm0265747"
tt2094854,"nm0592803,nm11370415",nm0592803
tt2094877,nm0898603,"nm0173541,nm0898603,nm5336512"
tt2094890,nm0234506,nm4305040
tt2095004,nm3004893,nm3004893
tt2095568,nm1572115,nm1572115
tt2095649,nm0196860,nm3885069
tt2096672,"nm0125803,nm0268380","nm1890845,nm1898234,nm0268380,nm0125803,nm0947395,nm0148808"
tt2096673,"nm0230032,nm0215455","nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132"
tt2097298,nm0138927,"nm1480450,nm0319619,nm0860184"
tt2097307,"nm3124542,nm1009277",nm1009277
tt2097331,nm0000867,"nm2951052,nm1865755"
tt2098627,nm0642223,nm3554679
tt2098628,nm1356951,nm1356951
tt2098782,nm4750968,"nm8449663,nm4750968"
tt2099556,nm0188722,nm0188722
tt2100376,nm2197845,nm2197845
tt2100573,nm2096090,"nm2096090,nm4754318"
tt2100684,nm1754484,"nm3373376,nm3638390"
tt2101341,nm0649117,nm0437249
tt2101383,nm0000517,nm0000517
tt2101441,nm0005101,nm0005101
tt2101473,nm0836715,"nm1975430,nm0074217,nm0836715,nm1171030,nm0006905"
tt2101507,nm2925572,nm2925572
tt2101569,nm1067779,nm0923736
tt2101570,nm0007082,"nm0426505,nm0947395"
tt2102396,nm0695038,"nm0655758,nm2602665,nm0695038,nm3267957"
tt2102465,nm1103121,"nm0226148,nm1103121,nm0820866"
tt2102472,nm0496752,nm0496752
tt2102496,nm1543846,nm0908411
tt2102499,nm0310935,nm1874540
tt21026586,nm13757693,nm13746589
tt21027780,nm0442454,nm0442454
tt21028848,"nm13748062,nm11348714","nm11699143,nm5595563"
tt2103217,nm0451076,"nm0014960,nm0505183,nm0818874"
tt2103254,nm1229520,"nm0565250,nm1229520"
tt2103264,nm0916424,"nm0087733,nm0458318,nm5477351"
tt2103267,nm0284774,"nm0284774,nm0504363,nm0358960"
tt2103281,nm0716257,"nm0093560,nm0415425,nm0798646,nm0099541"
tt2103997,nm1924767,nm1924767
tt2104080,nm1557889,"nm1557889,nm3457034,nm2382268"
tt21042588,nm12874039,"nm0893128,nm15093113"
tt21045742,nm1118245,nm7069483
tt21047870,nm2804902,nm2804902
tt2104837,nm0752110,"nm3109770,nm0752110"
tt21049266,nm4691258,\N
tt2104994,nm1337218,nm0187877
tt2105044,"nm2366012,nm1410159,nm2419470,nm2301412,nm1137264,nm4761826,nm1846132,nm2318753,nm1488800,nm1417392","nm3800493,nm1440023,nm1410159,nm2807330,nm1488800,nm1137264,nm4761826,nm2366012,nm2419470,nm2301412,nm2318753"
tt21051458,nm13770387,nm13770387
tt21053478,nm0806736,\N
tt21059394,"nm11335526,nm0802113,nm10300571","nm11853452,nm4317498,nm9548123"
tt21059520,nm1341941,nm6808942
tt2106284,nm0343713,"nm0343713,nm0666388"
tt2106361,nm0702797,nm4291727
tt21064272,nm9285541,nm0446622
tt21064584,nm1699934,nm1699934
tt2106476,nm0899121,"nm0899121,nm2105585"
tt2106529,nm2656528,nm2656528
tt2106537,nm0080235,"nm0080235,nm1322477"
tt2106550,nm0733886,nm0733886
tt2106651,nm0558873,"nm2305174,nm0558873,nm1079776"
tt2106670,nm0407992,nm0407992
tt2106671,nm1625220,nm1625220
tt2106675,nm2006573,"nm2006573,nm2817746,nm2631847"
tt2106739,nm1550373,nm1550373
tt2106741,nm0492305,"nm0492305,nm0946042"
tt21071620,nm4395136,nm4395136
tt21076374,nm13770247,nm13770247
tt2107648,nm0305563,nm0305563
tt2107814,nm0001709,"nm0124661,nm4766551,nm0001709"
tt2107850,"nm2718068,nm1713913","nm2718068,nm1713913"
tt2107861,"nm2791932,nm2790431",nm0820706
tt21080296,"nm13202578,nm7153454","nm13202578,nm7153454"
tt2108546,nm0079578,"nm0088858,nm0392288"
tt21087084,nm3953794,nm3953794
tt21087452,nm0136572,"nm13841454,nm4189172,nm3299975"
tt2109087,"nm1220697,nm1221522","nm0116263,nm1220697,nm1221522,nm2609545"
tt2109131,nm4770353,"nm4770410,nm4770048,nm4769637"
tt2109184,"nm1160962,nm1413364","nm0484907,nm1739039,nm2305431"
tt2109248,nm0000881,nm0472567
tt21093976,nm7557471,nm13777888
tt21094994,nm0508025,"nm4185170,nm0508025,nm0006997"
tt21100430,nm13781498,nm13781498
tt21103300,nm0889522,nm0889522
tt21106646,"nm1705578,nm1372836","nm10947022,nm1372836,nm6346155"
tt21109538,nm3482943,"nm3482943,nm5720799"
tt21111120,nm0948027,nm9031159
tt21111348,nm8559511,"nm13787812,nm8559511"
tt21113540,nm1883257,"nm5979724,nm1883257"
tt2111392,nm1892220,"nm0064283,nm2632302,nm1892220"
tt21113962,nm5031184,nm5031184
tt2111478,nm0316795,nm0316795
tt2112096,nm0282064,nm0766837
tt2112124,nm1460159,"nm1112260,nm1182352,nm0080327,nm2260872,nm2678319,nm6757816"
tt2112129,nm0312315,"nm0312315,nm1343281,nm1773597"
tt2112131,nm0451170,nm0795651
tt2112152,nm1421356,\N
tt2112206,nm0283377,"nm0955199,nm0083772,nm0283377"
tt2112210,nm0308498,"nm0155913,nm0683111"
tt2112277,nm2978815,nm2978815
tt2112287,nm2063500,nm2063500
tt2112293,nm3687830,"nm3687830,nm3687469,nm3687877"
tt2112331,nm1544425,"nm1544425,nm4499933"
tt2113007,nm4775772,\N
tt2113075,nm0863387,nm1841065
tt2113090,nm4775043,"nm4775043,nm3163488"
tt2113091,nm2596818,"nm5509053,nm0645766"
tt2113636,nm0239001,"nm1691511,nm0239001"
tt2113659,nm0705535,"nm0138759,nm0346351,nm1272478,nm0667657,nm0705535"
tt2113681,nm0379773,"nm0379773,nm2055727,nm4932770"
tt2113683,nm1862206,"nm1862206,nm0717449,nm1228961,nm0224007"
tt2113768,nm1474292,nm1474292
tt2113792,nm2032632,nm2032632
tt2113809,nm0120987,nm0120987
tt2113820,nm0906667,nm0323196
tt2113822,nm0271815,nm1532265
tt21142926,nm6800145,"nm13793153,nm13793152"
tt2114358,nm1234631,"nm0375445,nm1986153,nm0972406,nm0631586,nm0474267,nm1234631"
tt2114440,nm2201450,nm2201450
tt2114461,nm0437802,nm2892243
tt2114490,nm1109337,\N
tt2114504,nm0005618,"nm0005618,nm0732064,nm0487237,nm0362041,nm1662741,nm1662742"
tt2114510,nm1699703,nm1729323
tt21148018,nm0955443,"nm10378916,nm0955443"
tt21149522,nm4996440,"nm4996440,nm1464507"
tt21151212,nm0444870,nm1239998
tt2115295,nm0006845,"nm0232924,nm0006845"
tt2115388,nm1589702,"nm5303962,nm7823975"
tt2115426,nm6119117,nm6119117
tt21156390,nm2137998,nm2137998
tt2116974,nm1458108,nm0904582
tt2118624,nm0833889,"nm4784201,nm0588679"
tt2118648,nm5728518,"nm5728518,nm0512137"
tt2118669,nm1376035,nm1376035
tt2118689,nm0880928,nm0880928
tt21187542,nm1125509,nm1125509
tt2118775,nm0284011,"nm5335213,nm0844032"
tt21188080,nm0931958,nm1959505
tt21191906,"nm9339422,nm3488335",nm9339422
tt21192142,nm0354091,"nm0354091,nm0945271"
tt21193010,nm0066580,"nm1288966,nm0325494"
tt2119404,nm2274197,"nm11640414,nm1564589,nm2274197"
tt2119463,nm3478750,\N
tt2119474,nm0915394,nm0064174
tt2119532,nm0000154,"nm0770938,nm0460795"
tt2119543,nm0744834,"nm0068662,nm0471392"
tt21195548,nm0270990,"nm3652838,nm3909139,nm2875393,nm2853069,nm3274858"
tt21200850,nm2320363,"nm2320363,nm4195211"
tt2120120,nm0001060,"nm0379056,nm0000251,nm1268896"
tt2120152,nm0225269,"nm0225269,nm0463039,nm0089926"
tt21202916,nm0205169,nm0205169
tt2120779,nm2073620,nm2073620
tt2121304,nm2182866,"nm2022382,nm1980127"
tt2121377,nm2662500,"nm4162492,nm2662500"
tt2121382,nm1128037,nm1128037
tt21215056,nm5331335,nm1281073
tt21215388,nm0291076,nm1014024
tt21216870,nm2671574,"nm5448205,nm12587245,nm1490113"
tt21222434,nm3681509,"nm0065847,nm0508052,nm3681509"
tt21222462,nm3098802,"nm3098802,nm6500380"
tt2122283,nm2689303,"nm3266269,nm2048718,nm2689303"
tt2122313,nm2172605,"nm2655681,nm2172605,nm4790967"
tt21223140,nm13823564,nm13823564
tt21223380,nm13823797,"nm0297742,nm2354908"
tt2122340,nm1907581,"nm0006765,nm1907581,nm0386246,nm3294070"
tt2122424,nm1408696,"nm1408696,nm2198566"
tt2122518,nm0498898,"nm0410707,nm0498898,nm0584770"
tt21230074,nm1980584,nm1980584
tt2123129,nm1957070,"nm15569968,nm1957070"
tt2123146,"nm3075905,nm3005544","nm3075905,nm3005544"
tt21232992,"nm1094137,nm3925146","nm5687643,nm1094137,nm3925146,nm4805317"
tt2123342,nm0213191,"nm0490073,nm4223420"
tt21235248,nm1481493,"nm1481493,nm0718646,nm0718645,nm0000101,nm0000601"
tt21236048,nm0781673,"nm4344925,nm9962649"
tt21237030,nm3468066,"nm3468066,nm8990729"
tt21237108,nm0080333,"nm0080315,nm13851104,nm13851064,nm10114557"
tt21238288,nm10444978,"nm13829975,nm11706855"
tt2123884,nm1410462,nm4792725
tt2124074,nm0743671,nm0743671
tt2124096,"nm0467811,nm0052993,nm0300174,nm1279950","nm4959907,nm7071130,nm4273489,nm4243505,nm0067457"
tt2124186,nm1729447,nm1729447
tt2124189,nm1919812,"nm4856339,nm1919812,nm4856328"
tt21241942,nm0241049,"nm3266198,nm13688651"
tt21245882,nm2253409,"nm12494185,nm4485092"
tt2124787,nm2574176,"nm5038047,nm2687643,nm0769181,nm0785162"
tt2124803,nm0289800,"nm0289800,nm0725063,nm2398815,nm0649165,nm1321547,nm0935829"
tt21248674,nm13834891,nm13834891
tt2124908,"nm3756719,nm3745191",\N
tt21250176,nm1729121,"nm5260886,nm13835433,nm13835432"
tt2125423,"nm4796818,nm1519079",nm1519079
tt2125425,nm0609931,"nm0609931,nm0811709"
tt2125435,nm1022455,"nm3599054,nm1022455"
tt21254598,nm0453518,"nm0453518,nm3614132"
tt2125490,"nm1823216,nm1823227",\N
tt2125496,nm0474233,"nm4797100,nm0474233,nm0531027,nm4807832"
tt2125500,nm3174584,"nm3174584,nm1481172"
tt2125501,nm0366867,nm0366867
tt2125608,nm0070594,"nm0070594,nm5220239,nm3402058"
tt2125653,nm0418659,"nm0418659,nm3261459"
tt2125666,nm1132362,\N
tt2125685,nm1052162,"nm1052162,nm1322753"
tt2125698,nm0729086,"nm4796457,nm1425747,nm0729086,nm1475236"
tt21257152,"nm3094703,nm1754484",nm13837674
tt21261388,nm5297965,"nm13549490,nm5297965"
tt21261712,nm0853374,nm0339043
tt21262240,nm4819186,"nm0080171,nm6160290,nm8254778"
tt2126235,nm2123102,"nm2400444,nm2123102"
tt2126282,nm1069826,"nm2286188,nm3585776,nm1069826,nm2311967"
tt2126355,nm0679031,"nm0193681,nm1061002,nm0664920"
tt2126357,nm0781842,"nm0951698,nm0326063"
tt2126362,nm1114700,"nm1114700,nm1734511"
tt2126403,nm0276349,\N
tt21264924,nm2209522,nm2146818
tt21268790,nm1560896,nm1665588
tt21270966,nm3159868,nm3159868
tt21272402,"nm7188712,nm13846831",nm7188712
tt21275544,nm1218757,nm1218757
tt21276878,nm3852987,"nm10645228,nm13845503"
tt21276958,nm0781899,"nm4477261,nm4521216"
tt21279122,nm7905703,nm7905703
tt21279138,nm9443913,nm9443913
tt21279806,nm1530431,"nm7323886,nm0595584,nm2199316"
tt21281462,"nm15176828,nm8906487","nm8906487,nm10048013"
tt21281774,nm2256873,"nm1178554,nm8354504"
tt21282262,nm12429978,nm12429978
tt21284358,nm0258977,"nm0258977,nm0311132"
tt21287452,nm11907156,nm10954569
tt21288778,nm5943474,"nm5943474,nm2500160"
tt21291992,nm2406892,"nm2406892,nm2047864,nm0642137"
tt21296906,nm13853011,nm13874757
tt2129887,nm1388428,"nm0672032,nm1768176,nm0296829,nm1388428"
tt2129928,nm0672769,\N
tt21301418,nm0425364,nm3886382
tt21301666,nm10152624,nm10152624
tt2130242,nm4562662,"nm3780588,nm8201799"
tt2130270,"nm0537211,nm0760151","nm1191481,nm0760151,nm1079038"
tt2130321,nm1332844,"nm1332844,nm0573357"
tt21307994,nm9689976,nm9689976
tt21308470,nm13857519,nm13857519
tt21308698,nm9949168,nm9353329
tt21308718,nm5222178,nm7038166
tt21308736,nm13524976,"nm9183118,nm6961374,nm4429063"
tt21308888,nm2853069,"nm3062371,nm1037466,nm2853069"
tt21309170,nm3760302,"nm3083803,nm4179342"
tt2131523,nm1269545,nm1269545
tt2131532,"nm1819972,nm1819973","nm1819972,nm1819973"
tt2131586,"nm2032664,nm0945506","nm1108327,nm1628160,nm2557097"
tt2131698,nm0726954,nm4804212
tt2132285,nm0001068,"nm0001068,nm3653856"
tt2132324,nm0871086,"nm1375024,nm1375777,nm1377207,nm0871086"
tt2132374,nm0198472,nm0198472
tt2132405,nm1672163,nm1672163
tt21326658,nm2536176,"nm6414835,nm12582598,nm2536176"
tt21328106,nm0399737,nm8566357
tt21331256,nm13863787,nm13863787
tt2133191,nm1335378,nm1792604
tt2133196,nm1519253,"nm1519253,nm2858400"
tt2133239,"nm2285927,nm2086668",nm2285927
tt21332486,nm2287444,\N
tt2133298,nm1509905,"nm1509905,nm0381020,nm0842943"
tt2133312,nm0712994,"nm0712994,nm0006249"
tt21333170,nm13784455,"nm13865156,nm13784455,nm13864346"
tt2133333,"nm3828653,nm3975695,nm0218289,nm3756711,nm3153375,nm3534186,nm2408871,nm2814914,nm4565085,nm4037285,nm1324730","nm3828653,nm3975695,nm0218289,nm3756711,nm1785879,nm3153375,nm3534186,nm2408871,nm2814914,nm4565085,nm4037285,nm0930199,nm1324730"
tt21335356,nm2802539,"nm11958939,nm3769182,nm2951652"
tt21335908,nm2018364,"nm2125297,nm0782213"
tt21338696,nm13866761,nm13866761
